id,article_id,conversation_id,turn_id,"speaker","text","person_id_1","person_id_2",Emotion,EmotionalPolarity,Empathy,SelfDisclosure
5248,273,212,3,"Person 2","true but there are other forms of protest.","p024","p000",2,1.6667,1,1.6667
5249,273,212,4,"Person 1","what about the protest rubbed you the wrong way?","p024","p000",1.3333,1.3333,1,1.3333
5250,273,212,5,"Person 2","The protest itself didnt rub me the wrong way. the way the police handled it wasnt prob not the greatest esp when they shot the horse","p024","p000",3,1.6667,3,2.3333
5251,273,212,6,"Person 1","yeah i didnt see them do anything wrong but the police on the other hand..","p024","p000",2,1.6667,3,2
5252,273,212,7,"Person 2","I agree that it was handled in a very wrong manner, and the police officers showing up in the riot gear was interesting","p024","p000",2,1.6667,2.6667,2
5253,273,212,8,"Person 1","riot gear to fight the tough elderly people i guess","p024","p000",2.3333,2,3,1.6667
5254,273,212,9,"Person 2","it felt like they went there expecting a fight.","p024","p000",2,2,2.3333,2
5255,273,212,10,"Person 1","yeah i wonder why","p024","p000",1.3333,1,1.6667,1
5256,273,212,11,"Person 2","I wonder if it had to do with the media hype of the protest and they expected more backlash. not sure","p024","p000",1.3333,1.3333,2,1.6667
5257,273,212,12,"Person 1","probably. fox news tends to overblow things","p024","p000",2,2,1.6667,2
5258,273,212,13,"Person 2","Thats the truth, I mean yea, they needed to be cleared, but the aggressiveness of the round up was too much","p024","p000",2.6667,2,2.3333,2.6667
5259,273,212,14,"Person 1","maybe they can learn from this as a police department","p024","p000",1.3333,0.3333,1.3333,1.3333
5260,273,212,15,"Person 2","That should definately be looked into as a state training. because it wasnt just one dept that rounded them up","p024","p000",2,1,1.6667,1.6667
5261,273,212,16,"Person 1","i feel cops need to be trained more in all states","p024","p000",1.6667,1.6667,2.3333,2.3333
5262,273,212,17,"Person 2","I dont think its all police but there has been a uptick in fresh recruits and I think that the new recruit in this day and day are not properly trained to handle situtations","p024","p000",2,2,1.3333,2.6667
5263,273,212,18,"Person 1","most cops are great but the bad ones ruin it for the rest","p024","p000",2.3333,1,1.6667,2
5264,273,212,19,"Person 2","I agree it casts a shadow that is really hard to get out of esp.","p024","p000",2.3333,2,1.6667,2
5265,273,212,20,"Person 1","yeah with youtube and phone cameras its tough","p024","p000",1.3333,1.6667,1.3333,1.3333
5266,273,212,21,"Person 2","Our local dept all have cameras. But I really like the fact they have live PD and things like that. But social media has made the job way harder, because you only hear 1 side of the story","p024","p000",2,1.3333,2,2.6667
5267,273,212,22,"Person 1","live PD is a great show. Yeah, cop body cameras are great but I feel like they can be better","p024","p000",1.6667,0,2,2
5268,273,212,23,"Person 2","I think the mouths of the officers on the show need to be better, but I know if a cop told me stop or be shot, I would be stopping","p024","p000",2.3333,1.3333,1.3333,3
5269,273,212,24,"Person 1","the problem is a shot being a cops first option instead of something less lethal. esp when the suspect has no weapon","p024","p000",2.3333,1.6667,2.3333,2
5270,273,212,25,"Person 2","That is very true.","p024","p000",1.3333,1,1.6667,1.6667
5271,273,212,26,"Person 1","yeah i always wondered why theyre trained that way","p024","p000",1.3333,1,1.3333,1.6667
5272,273,212,27,"Person 2","I believe its because the one time you dont, it can cost you your life. But one life is not greater than another","p024","p000",2,1.3333,2,2
5273,273,212,28,"Person 1","i agree with that. its been a great talk i enjoyed it. bye","p024","p000",1.6667,0,1,1.3333
5274,273,212,29,"Person 2","goodbye","p024","p000",1,1,0.6667,1
5275,273,213,0,"Person 1","I find it unfortunate that scholars can relate articles in their personalizd inboxes in ways that relate to them through working means, and however as mTurk workers working remotely sometimes our means to relate are removed, and this relates to this message I received from this article.","p018","p039",3,1.5,1.3333,2.3333
5276,273,213,1,"Person 2","What do you mean?","p018","p039",1.3333,1,0.3333,1
5277,273,213,2,"Person 1","I mean that if I were ordering through a produce app on my smart phone, because I work remotely online as a contractor, my personlized internet of things will probably make it so that I don't even know the farmer or where the goods come from or whatever.","p018","p039",2,1,1,2
5278,273,213,3,"Person 2","Yes but how is this related to the article?","p018","p039",1.3333,1,0.3333,1
5279,273,213,4,"Person 1","Like there are ladders in place in society that keep everything in check, and somehow by working more incorporated (in my opinion) we have lost the ladder? Did they spill into the water supply in cohort with the protest? These are things that can make sense in order to bring a light to us stuck on the edge, but I don't see the relation and what it means to us.","p018","p039",2.3333,1,2,2
5280,273,213,5,"Person 2","I'm glad they shot that kids horse though","p018","p039",2,1,1.3333,2.3333
5281,273,213,6,"Person 1","If you don't bring anything from the article like that into the light then what.","p018","p039",2,1.5,1,1.3333
5282,273,213,7,"Person 2","I don't know but just go along with it write short sentences and have 10 responses back and forth","p018","p039",1.3333,1,1,1
5283,273,213,8,"Person 1","Like that makes sense if this is supposed to be a how to discussion guide on how to relate to workers anywhere, but then what about the ladder they removed that allowed them to spill.","p018","p039",1.6667,1,1.3333,1
5284,273,213,9,"Person 2","I think protests are dumn","p018","p039",2.3333,2,1,2
5285,273,213,10,"Person 1","I don't really get it at all. I'm completely lost on your point and the article and mine now.","p018","p039",2.3333,1.5,1,1.6667
5286,273,213,11,"Person 2","well thats fine as long as you keep talking we need more responses","p018","p039",1,1,1,1
5287,273,213,12,"Person 1","There's violence in the world and there's things happening! I want to get out there and do something.","p018","p039",3.3333,1.5,1.6667,2.6667
5288,273,213,13,"Person 2","I want the world to burn","p018","p039",3,2,1,3
5289,273,213,14,"Person 1","That would be really odd, don't you think?","p018","p039",1.6667,1.5,0.6667,1.6667
5290,273,213,15,"Person 2","I suppose but its better then this","p018","p039",1.6667,2,1.3333,1.6667
5291,273,213,16,"Person 1","I don't know about you, but I can live in the moment, but I wouldn't freely attend a protest that could somehow support polluting the environment","p018","p039",2,1,2,2.6667
5292,273,213,17,"Person 2","The environment is not important I like to litter and throw the plastic that keeps 6 pack cans into lakes and other bodies of water","p018","p039",1.3333,2,1.3333,3.3333
5293,273,213,18,"Person 1","I'm trying to say that a protest could somehow support polluting. What are you trying to say?","p018","p039",1.6667,1,1.6667,1.6667
5294,273,213,19,"Person 2","I'm saying don't protest anything","p018","p039",1.3333,1,1,2
5295,273,213,20,"Person 1","I'm trying to say that I'm confused that we are supposed to talk about the article, and you seem to say don't talk about it. Am I reading that right? I was also trying to say that the checks and balances in place in society keep things from happening like this, and it strikes me as odd that it just \"randomly\" happens","p018","p039",2.3333,1,1.3333,1.6667
5296,273,213,21,"Person 2","I suppose but we have our 10 responses so lets say goodbye","p018","p039",1.3333,1,0.3333,1
5297,273,213,22,"Person 1","bye","p018","p039",1,1,0.3333,1
5298,273,213,23,"Person 2","1","p018","p039",1,1,0.3333,1
5299,273,213,24,"Person 1","bye","p018","p039",1,1,0.3333,1
5300,273,214,0,"Person 1","hi what did you think?","p039","p029",1,1,0.6667,1
5301,273,214,1,"Person 2","I feel sorry for the people, but I don't think these protests are appropriate at all.  They were trespassing on private land and blocking public roads, throwing rocks at officers and shooting a gun at them.  That is totally unacceptable.  There are other ways to express yourself if you disagree with something.  What did you think?","p039","p029",3.3333,2,2,3
5302,273,214,2,"Person 1","yes I hate protesters they need a job who has time to do that? sorry I'm in a hurry have to go shopping","p039","p029",3.6667,1.6667,1.6667,2
5303,273,214,3,"Person 2","I really hate them too.  We can do fast, no worries!","p039","p029",3.6667,1.6667,1.6667,1.6667
5304,273,214,4,"Person 1","thanks I love the environment and all but there are limits","p039","p029",2.6667,1.3333,1,2
5305,273,214,5,"Person 2","yeah no doubt.  contact your congressman or something","p039","p029",2.3333,1.3333,1,1.3333
5306,273,214,6,"Person 1","exactly people need jobs too","p039","p029",2.3333,1.6667,2,1.6667
5307,273,214,7,"Person 2","yes!!!  who has time to be out doing all this mess?  it blows my mind","p039","p029",3.6667,2,1.3333,2.3333
5308,273,214,8,"Person 1","I feel like the world is just getting crazier","p039","p029",3.3333,2,2,2.3333
5309,273,214,9,"Person 2","I do too, and people have a victimhood mentality.  they provoke things they cry victim","p039","p029",3.3333,2,2.6667,3
5310,273,214,10,"Person 1","these kids are hypersensitive","p039","p029",3,2,1.6667,2.3333
5311,273,214,11,"Person 2","yes they are.  entitled and it is irritating.","p039","p029",3.6667,1.6667,1.6667,2.3333
5312,273,214,12,"Person 1","its the worst everyone is a victim","p039","p029",3,1.6667,2,2.3333
5313,273,214,13,"Person 2","yes, all these protestors.  they grate my nerves so much and cause way more harm than whatever it is they are protesting","p039","p029",4,2,1.3333,3
5314,273,214,14,"Person 1","blocking roads so ambulances can't get through","p039","p029",3,2,1.3333,2
5315,273,214,15,"Person 2","right!  or people can't get to work or to pick up their kids or whatever.  so selfish","p039","p029",4,2,2.3333,2
5316,273,214,16,"Person 1","yea people have lives not like the protestors","p039","p029",3.3333,2,1.6667,1.6667
5317,273,214,17,"Person 2","yes, and things that matter to them, too.","p039","p029",2.3333,1.6667,2,1.6667
5318,273,214,18,"Person 1","exactly nice chatting with you bye","p039","p029",1.6667,0.3333,1.3333,1
5319,273,214,19,"Person 2","you too!  bye","p039","p029",1.3333,0.3333,0.6667,1
5320,273,215,0,"Person 1","what did you think about thi","p019","p068",1,1,0.6667,1
5321,273,215,1,"Person 2","I just feel for them it is so sad what about you>","p019","p068",3.6667,2,4,2
5322,273,215,2,"Person 1","It's super sad... and crazy that this is a current thing. It sounds like it should be from the 1800s or somethign","p019","p068",4,2,3.6667,2
5323,273,215,3,"Person 2","I agree I wonder why the government did not honor the treaty","p019","p068",2,1.6667,2.3333,1.3333
5324,273,215,4,"Person 1","Probably because they would loose money over it","p019","p068",2,2,2.3333,1.3333
5325,273,215,5,"Person 2","True, I feel like these people felt so up against the wall nothing they could do","p019","p068",3,2,2.3333,2
5326,273,215,6,"Person 1","Yes they had limited options for sure","p019","p068",2,1.3333,2.3333,1.6667
5327,273,215,7,"Person 2","I felt so sad that the child lost his horse right in front of him","p019","p068",3.3333,2,4.3333,2.3333
5328,273,215,8,"Person 1","I know that was the part that got me! Not only the horse's life, but that child will be scarred! It's a barbaric action almost","p019","p068",3.6667,2,4,2.6667
5329,273,215,9,"Person 2","Yes! I feel like something less violent could have been done to deter them","p019","p068",3,1.3333,2,2
5330,273,215,10,"Person 1","For sure, there was no reason for it to happen other than brute force","p019","p068",2.3333,1.6667,2.3333,2
5331,273,215,11,"Person 2","Altho the lady shooting at the police was not good on there end","p019","p068",2,1.6667,2.3333,1.6667
5332,273,215,12,"Person 1","Totally agree, they did not have to do that either","p019","p068",2,1.6667,2,1.6667
5333,273,215,13,"Person 2","That is why I can see both sides police doing there jobs the people protecting whats theres","p019","p068",2,0.6667,2,2
5334,273,215,14,"Person 1","Yah... that's a good point. The whole situation should have just never happened... it's sad that kids are growing up like this","p019","p068",3,1.3333,2.3333,2.3333
5335,273,215,15,"Person 2","I agree and that we cant come to a peaceful solution first","p019","p068",2,1,1.6667,2
5336,273,215,16,"Person 1","yes its sad","p019","p068",3,2,2.6667,1.6667
5337,273,215,17,"Person 2","I think they ended up putting the pipeline in to","p019","p068",1.6667,1.6667,2.6667,1
5338,273,215,18,"Person 1","Really? I hear about this story but I have not followed it very well","p019","p068",2,1,2,1.6667
5339,273,215,19,"Person 2","Oh yeah I believe so that is what i heard and many people were so sad","p019","p068",3,1.6667,3,1.3333
5340,273,215,20,"Person 1","That sukcs...","p019","p068",2.6667,2,2,1.6667
5341,273,215,21,"Person 2","it was great chatting with you!","p019","p068",2,0.3333,0.6667,1
5342,273,215,22,"Person 1","you as well! bye","p019","p068",2,0.3333,0.6667,1
5343,273,215,23,"Person 2","bye","p019","p068",1,1,0.6667,1
5344,247,216,0,"Person 1","I thought about this in a while. Really makes you think about all the tragedies that newer stuff just pushes out of the way","p027","p062",3.3333,1.6667,3,2
5345,247,216,1,"Person 2","Yes, we have short memories now.  One tragedy or threat or whatever replaces another with great speed.","p027","p062",2,1,2.6667,1.6667
5346,247,216,2,"Person 1","i thnk that we're just bombarded with new information about everything that it just becomes a list ofstuff that's horrible after a while","p027","p062",3,1.6667,2,2
5347,247,216,3,"Person 2","Yes, I worry at what point we collectively stop caring.  Is the world a better place because I learn about some school bus that crashes in some part of the world I know nothing about?  That sounds callous but the world is incomprehensibly large.  We can't concern ourselves with the fate of all 7 billion people.","p027","p062",3.3333,2,2.6667,3
5348,247,216,4,"Person 1","callus is right. The more we go on learning of this stuff, it builds up like a callus, or it eats so far into you. bad to say, but it feels like if a certain number of people don't get murdered, then its not worth my attention. that's horrible","p027","p062",3,2,2,2.6667
5349,247,216,5,"Person 2","One thing in the story that stuck out to me was the band that played the show that got attacked.  I'd feel awful for the rest of my life if that had been my band.  People came to MY show.  I WANTED them to come to MY show.  And they ended up dead or traumatized because of it.  I'd feel devastated by that.","p027","p062",3.6667,2,3.3333,3.3333
5350,247,216,6,"Person 1","yeah. i didn't even consider that. they were there to see them. the reason for showing up. Damn.","p027","p062",3,2,2.3333,2.3333
5351,247,216,7,"Person 2","The response of France also sounded a lot like a U.S. response to a similar event.  The government claims more power to insure safety.  Backlash against Muslims increases for a time.  People mourn.  It could have been America after 9/11.  My point is, people are largely people, even though other countries like to paint the U.S. as different.  Of course it is in ways, but we're also just all people.","p027","p062",2.6667,1.6667,2.6667,2.6667
5352,247,216,8,"Person 1","stuff gets taken advantage of. People's lives get turned into politcal tools by the charasmatic sociopaths who govern us. Its in a lot of people's interest to drive us apart. It's like in in prince machevelia or somehting.","p027","p062",3,2,1.6667,2.6667
5353,247,216,9,"Person 2","Yeah, I agree.  There's a lot of that.  Apropos your original point, I sort of can't remember the last time a Western country had one of these events.  (I'm not including the \"domestic terrorism\" of mass shootings in the U.S.)  I wonder if we're due, or if it's a sign the terrorists are losing or we're just getting really capable at preventing this stuff.","p027","p062",2.3333,1.3333,1.6667,2.3333
5354,247,216,10,"Person 1","boston bombing. somehting like that. It gets scary to see the reaction of militarized force to thos ehtings. I don't want to live in a country like that. But I don't know about being due, I don't think this stuff happens a lot of the time, and when it does it isn't preventable even more of the time, it's just the response the draconia militarization that comes aftwerward creating the illusion of safety","p027","p062",3,1.6667,2,3
5355,247,216,11,"Person 2","I was in Washington D.C. after 9/11.  It was always eerie driving past the Pentagon and other areas and seeing humvees with guided missiles pointing to the sky.","p027","p062",3.3333,1.6667,1.6667,3
5356,247,216,12,"Person 1","people seem so eager to lose that freedom if you pretend they're safe. Terrorism in america, when we're not talking about mass shooters is nearly nonexistent, but we still need tanks in the street for some reason.","p027","p062",2.6667,1.6667,1.6667,2.6667
5357,247,216,13,"Person 2","Yeah, I find with a lot of these issues that we lose perspective.  The world becomes so small when we distill it down to extreme events and watch it on a screen.  But the world is incomprehensibly large.  This country is.  A state is, even a city.  I'm sure right now a lot of parents are sincerely worried about sending their kids to school.  The reality is that they're more likely to win the lottery than ever experience someone they love getting killed in a mass shooting.","p027","p062",3,1.3333,2,3
5358,247,216,14,"Person 1","exactly. But fear is a great manipulator. People are taken advantage of, told constantly that they're going to be in danger so they can watch more tv, or buy whatever, or vote a certain way, and it just creates chaos.","p027","p062",3.3333,2,1.6667,2.6667
5359,247,216,15,"Person 2","Yeah, I'm not sure what the solution is, or even an improvement.  We seem hell-bent on running towards a world of greater and greater manipulation.  We joke about \"1984\" and that type of dystopia and yet we can't put down our phones.","p027","p062",2.3333,1.6667,1.6667,2.3333
5360,247,216,16,"Person 1","its hard for a lot of people, i understand that. You get like postive rewards, doepamine or whatever in a constant rush by seeing whats on your phone. It all goes hand in hand, tools of addiction, manipulation, fear. You don't want to trust anyone, everyone's a serial killer, or a rapist pedophile, or a terrorist, and if you talk about love or empathy, or trust, you're a weak retard who lives in a fantasy world. I can change myself, but by and large this is the way people are being shaped as a whole. I feel despondent or whatever.","p027","p062",3,2,1.6667,3
5361,247,216,17,"Person 2","Yeah, it's hard.  But I think that feeling of despondency is probably shared by many people, in various ways and for various reasons.  We see too much of the world now.  We recognize our own futility and insignificance and impotence more than ever.  I think our brains are designed to live in smaller worlds, worlds we feel in more control of.","p027","p062",2.3333,1.6667,2,2.6667
5362,247,216,18,"Person 1","i thinkthat's true","p027","p062",1.3333,1,1.6667,1.6667
5363,247,216,19,"Person 2","I agree.  I also think what I said is true.  Maybe.","p027","p062",1.3333,1,1.3333,1.3333
5364,247,216,20,"Person 1","this is a good chat, but we're in too deep and my repoies are taking up too much time. You seem like a classy individual, thought. bye","p027","p062",2,0.3333,0.6667,1.6667
5365,247,216,21,"Person 2","Yeah, nice chatting with you.  Have a good one.  bye","p027","p062",2,0.3333,0.6667,1
5366,247,217,0,"Person 1","I feel bad for the father in the article.","p035","p024",2.6667,2,2.6667,2
5367,247,217,1,"Person 2","what do you think can be done to prevent these attacks","p035","p024",1.3333,1,0.6667,1.3333
5368,247,217,2,"Person 1","Sadly nothing. There are too many people to control everything. What do you think?","p035","p024",3,2,1.3333,1.6667
5369,247,217,3,"Person 2","its tough I have no idea either","p035","p024",2.6667,1.6667,0.6667,1.3333
5370,247,217,4,"Person 1","It would break my heart to find out my child died on social media.","p035","p024",4,2,3.6667,2
5371,247,217,5,"Person 2","cant imagine what they went through","p035","p024",3.6667,2,2.6667,1.3333
5372,247,217,6,"Person 1","I'm glad he said he was finding some peace in the things he was doing to honor his daughter","p035","p024",2.6667,0.6667,3,1.6667
5373,247,217,7,"Person 2","Thats true one can only hope that peace stays forever","p035","p024",3,0,2,1.6667
5374,247,217,8,"Person 1","Do you think publishing the cartoon was the right thing to do.","p035","p024",1.3333,1,0.6667,1
5375,247,217,9,"Person 2","can you elaborate? dont think I read about that in the article","p035","p024",1.3333,1,0.6667,1
5376,247,217,10,"Person 1","The cartoon drawing of Muhammad","p035","p024",1.3333,1,0.6667,1
5377,247,217,11,"Person 2","if that was the reason they attacked I think one shouldnt mess with peoples religions so it was not the right thing to do.","p035","p024",2.6667,2,1.6667,2
5378,247,217,12,"Person 1","I agree. I think attacking is too far, but you should not play with someones religion. Plus the people at the concert did not do the drawing.","p035","p024",2.6667,2,1.6667,2
5379,247,217,13,"Person 2","yeah its like youre taunting them to do it","p035","p024",2.6667,1.3333,1.6667,2
5380,247,217,14,"Person 1","I agree with you.","p035","p024",1.3333,1,0.6667,1.3333
5381,247,217,15,"Person 2","most of the time in these things innocent people die which is terrible","p035","p024",3.3333,2,2,1.3333
5382,247,217,16,"Person 1","I also did not like how people blame the actions on all Muslims.","p035","p024",2.3333,1.3333,1.6667,1.6667
5383,247,217,17,"Person 2","yeah it tends to happen which is bad","p035","p024",2.3333,2,0.6667,1.6667
5384,247,217,18,"Person 1","I believe in God, but I try not to get too religious","p035","p024",2.3333,1,1.6667,2
5385,247,217,19,"Person 2","i myself believe in god but never go to church dont think its needed","p035","p024",2.3333,1,1.3333,2.3333
5386,247,217,20,"Person 1","Sadly some people go to church every Sunday but still do not have love for everybody.","p035","p024",3.6667,2,1,1.6667
5387,247,217,21,"Person 2","most of the disrespectful people ive met go to church every sunday","p035","p024",3,2,1,2
5388,247,217,22,"Person 1","I said that to my mom and she told me heavy sinners need to go to church the most. I couldn't argue with her.","p035","p024",2.6667,1.3333,1.6667,2.6667
5389,247,217,23,"Person 2","thats actually a good quote bro. its been a good talk enjoyed it. bye","p035","p024",2,0,0.6667,1
5390,247,217,24,"Person 1","You too. bye","p035","p024",1.3333,0.6667,0.3333,1
5439,247,219,0,"Person 1","hello , do you remember the terror attacks from the article?","p009","p006",1.3333,1.3333,1,1
5440,247,219,1,"Person 2","I have memory of it.","p009","p006",1.3333,1,1,1.6667
5441,247,219,2,"Person 1","it was awful, it still is shocking","p009","p006",3.3333,2,3,2.3333
5442,247,219,3,"Person 2","Yes, very shocking.","p009","p006",3,2,2.6667,2
5443,247,219,4,"Person 1","there seemed to have been a lot of attacks around that time","p009","p006",2,1.3333,1.6667,1.3333
5444,247,219,5,"Person 2","Absolutely crazy how many people died due the coordinated events. I remember i was at the library at the time and reading upon the events. I cannot imagine the pain the families were and are in then and now.","p009","p006",4,2,2.6667,2.3333
5445,247,219,6,"Person 1","i cant imagine being the band playing on stage at the time iether","p009","p006",3.3333,2,2.6667,2.3333
5446,247,219,7,"Person 2","Terrifying. I wonder what has been done since then to protect the public from such attacks.","p009","p006",3.6667,1.6667,2.3333,2.3333
5447,247,219,8,"Person 1","i am not sure, the aria grande attacks were arounf that same time i believe","p009","p006",1.6667,1.3333,2,1.3333
5448,247,219,9,"Person 2","Yes, i remember that as well. Were those events related?","p009","p006",1.6667,1.3333,2,1.3333
5449,247,219,10,"Person 1","not directly, but overall they were related in terms of being carried out by radicals against the west","p009","p006",2,1.3333,1.6667,1.3333
5450,247,219,11,"Person 2","I see.","p009","p006",1,1,1,1
5451,247,219,12,"Person 1","i wish things like that would just not happen","p009","p006",3.3333,1.6667,2,2
5452,247,219,13,"Person 2","It's interesting to see the different types of terror attacks the occur between both the US and Europe. The US having the one man terror attacks and abroad having a more group coordinated type.  Horrible overall.","p009","p006",4,2,2.6667,2
5453,247,219,14,"Person 1","yeah i agree, i would like it all to stop","p009","p006",3,1,2.6667,2
5454,247,219,15,"Person 2","That starts in legislation and regulation.","p009","p006",1.6667,1,2.6667,2
5455,247,219,16,"Person 1","i hope we are able to achieve peace","p009","p006",3,0.6667,1.6667,2
5456,247,219,17,"Person 2","yes","p009","p006",1.6667,1,1.3333,1
5457,247,219,18,"Person 1","it was nice talking to you! goodbye","p009","p006",1.6667,0,0.6667,1
5458,247,219,19,"Person 2","bye","p009","p006",1,1,0.6667,1
5459,247,220,0,"Person 1","hey there i am shike","p044","p060",1.3333,0.6667,0.6667,2
5460,247,220,1,"Person 2","Hello@ I am Jen how are you","p044","p060",1.3333,0.6667,0.6667,2
5461,247,220,2,"Person 1","i am fine and you ?","p044","p060",1.3333,0.6667,0.6667,2
5462,247,220,3,"Person 2","I am good. What did you think of the article?","p044","p060",1.3333,0.3333,0.6667,1.6667
5463,247,220,4,"Person 1","its an unfortunate event and believe improvement in security against terrorism should be in place","p044","p060",2.6667,2,3,2
5464,247,220,5,"Person 2","It is terrible. I have gone to many concerts in my life and I never had to worry about being shot. It is scary that we all have to worry about that now.","p044","p060",3.3333,2,3.6667,2.3333
5465,247,220,6,"Person 1","yeah such an event isn't what one should experience","p044","p060",2,1.6667,2.3333,1.6667
5466,247,220,7,"Person 2","It seems like any public event isn't safe anymore. A few weeks ago there was a shooting at a garlic festival in California. There were families there. It is so sad","p044","p060",2.6667,2,3.3333,2
5467,247,220,8,"Person 1","I just hope enough support is given to the victims of such events","p044","p060",2.6667,0.6667,3.3333,2
5468,247,220,9,"Person 2","The beginning of the article talked about a victims dad finding out his daughter was dead. It said he found out over social media. I can't imagine how scary it must be not to know if your child is alive.","p044","p060",3.3333,2,3.6667,2.6667
5469,247,220,10,"Person 1","very true... its a terrible thing to happen to someone. i just hope the security system gets better","p044","p060",3,2,3,2
5470,247,220,11,"Person 2","Me too. I don't know how they can prevent these things from happening","p044","p060",2.3333,1.6667,2.3333,2
5471,247,220,12,"Person 1","same here.. well that's left to the security agencies to figure out","p044","p060",2.3333,1,2,1.3333
5472,247,220,13,"Person 2","Can you imagine being one of the people who were hiding in the venue. It said they hid for over an hour while hearing gunshots. That must have been so scary","p044","p060",3.6667,2,3.6667,2.3333
5473,247,220,14,"Person 1","i really can't imagine such. the screams of pain and agony for over an hour .that's like a life time trauma","p044","p060",3.3333,2,3.6667,2.3333
5474,247,220,15,"Person 2","I wonder what kind of person can hurt people like that. I can't imagine killing another person.","p044","p060",3.3333,2,2.6667,2
5475,247,220,16,"Person 1","yeah. i pray for the end of the ISIS terrorist group and other groups .. horrible things are carried out by them","p044","p060",2.6667,2,2,2.3333
5476,247,220,17,"Person 2","It is so true. I am worried for everyone in the world. If humans are able to kill each other so easily things are only going to get worse.","p044","p060",3,2,2.3333,2.3333
5477,247,220,18,"Person 1","you are right. its nice talking to you about the topic. goodbye","p044","p060",1.6667,0.3333,0.6667,1
5478,247,220,19,"Person 2","Have a great day! goodbye","p044","p060",2,0,0.6667,1
5479,417,221,0,"Person 1","man, what an article. I mean, really.","p027","p062",3,1.6667,2.3333,1
5480,417,221,1,"Person 2","I had a black lab mix once and so I felt sad thinking about her dying.","p027","p062",3.6667,2,3.6667,2.6667
5481,417,221,2,"Person 1","was it shot in front of you?","p027","p062",1.3333,1.6667,2,1
5482,417,221,3,"Person 2","No, but I could relate to the idea of losing a pet unexpectedly.  Have any of your pets or children or family members ever been shot in front of you?","p027","p062",2.3333,1.6667,2.3333,1.6667
5483,417,221,4,"Person 1","A close friend was murdered. But it wasn't in front of me. lol.","p027","p062",3,1,2.3333,2.3333
5484,417,221,5,"Person 2","Well that's good news.","p027","p062",1.6667,0.3333,1.3333,1
5485,417,221,6,"Person 1","I thank God every day.","p027","p062",3.3333,0,1.6667,2
5486,417,221,7,"Person 2","As for the story, I sympathize with the woman but I also think it's unacceptable to have your dog off the leash like that.  I'm not saying the guy needed to kill it, but I find it wholly unacceptable to expose people to uncontrolled dogs, especially in environments where they're not allowed to be off their leashes.","p027","p062",3.3333,2,2,2.3333
5487,417,221,8,"Person 1","yeah. Keep your dog on a leash. Being a pet owner is responsibility. But also, it's so stupid people can just walk around strapped like its the wild west, looking to blow something away.","p027","p062",2.6667,2,1.6667,2.3333
5488,417,221,9,"Person 2","It certainly makes you think about those times when you want to tell someone off or flip someone off.","p027","p062",2.3333,1.3333,2,2
5489,417,221,10,"Person 1","I don't want to do that because I'm a good person. I don't have a lot of concern for dead animals though. They're basically replacable. Disposable. I'm sure the woman felt bad for a week, maybe, then got a cool new puppy.","p027","p062",2.3333,2,1.6667,3
5490,417,221,11,"Person 2","Yeah, but there are practical concerns, like having to think up a new name for the puppy.  That's sort of an unnecessary burden, it seems.","p027","p062",1.3333,1.3333,2.3333,1.6667
5491,417,221,12,"Person 1","Yeah. I guess? ? That guy that shot the dog, though. I feel the worst for him. He's definetly going to shoot a family member or friend by accident.","p027","p062",3,2,2.3333,1.6667
5492,417,221,13,"Person 2","Do you feel sorry for him because of what you think he'll feel after he does that?","p027","p062",2,1.3333,2.3333,1.3333
5493,417,221,14,"Person 1","Sorry he's such a friend moron he goes around armed. Sad for the person he's going to maim or kill. No winners here.","p027","p062",3.6667,2,2,1.6667
5494,417,221,15,"Person 2","I see.  Yeah, I guess I sort of don't understand the mentality of a guy like that, so I'm not sure I understand the situations when he'd use his gun.  I thought the most peculiar sentence in the article was when they said they walked by the two dog owners and one of the people (presumably the wife) apologized for their loss.  That just seemed wildly strange and ironice.","p027","p062",2.6667,1.3333,2.6667,2
5495,417,221,16,"Person 1","Sounds like a person going through the motions of saying somehting they don't mean, ust to be polite or whatever.","p027","p062",2.3333,1.6667,2.3333,1.6667
5496,417,221,17,"Person 2","Absolutely.  I think that's right.  But it's so unbelievable, why bother to even say it.  I'm sort of surprised the dog owner didn't lose her mind.  Maybe she was scared of getting shot herself.  And she was also focused on her dying dog, of course.","p027","p062",2.6667,1.6667,3.3333,2
5497,417,221,18,"Person 1","She was for sure afraid of this clint eastwood wannabe putting some holes in her. She's probably gonna have therapy after seeing that. Or maybe she doesn't even mind anymore,. what do i know?","p027","p062",2.6667,2,2,2
5498,417,221,19,"Person 2","I saw a woman's child get run over by a car once.  The child was lying in the street (long story) and the car's tire went right over its abdomen.  The woman's first instinct was not to check on her child, who was still under the car, but to bang on the guy's windows to complain.  I thought that was interesting.","p027","p062",3,1.6667,2.6667,2.3333
5499,417,221,20,"Person 1","I think getting mad is a normal reaction. If you can blame someone for somehting, then its like it takes the burden off of you somehow, it's like you don't have to be in control, or take resposibility if you can just blame it all on someone else, even if it was there fault or whatever.","p027","p062",2.3333,1.6667,2,2.3333
5500,417,221,21,"Person 2","I agree, but I would have thought her motherly instinct would have been to focus on the child first.  Apparently not.","p027","p062",2.3333,1.3333,2.3333,1.6667
5501,417,221,22,"Person 1","if you're not a in control, take charge type, you can just say look at what you did, you did something wrong, you fix it. You pay for it, because its beyond my control.","p027","p062",2,1.6667,1.6667,1.6667
